,movie_title,movie_id,tags
202,Sherlock Holmes: A Game of Shadows,tt1515091,action adventur crime mysteri thriller factori gypsi investig sherlock holm train robertdowneyjr. eddiemarsan paulanderson guyritchi
203,Clash of the Titans,tt0800320,action adventur fantasi famou line hand to hand combat kraken rape zeu liamneeson jasonflemyng alexadavalo louisleterri
204,Total Recall,tt0100802,action sci-fi ambigu end fals memori implant memori memori space coloni ronnycox rachelticotin marshallbel paulverhoeven
205,The 13th Warrior,tt0120657,action adventur histori arab battl combat vike warrior tonycurran vladimirkulich cliverussel johnmctiernan
206,The Bourne Legacy,tt1194173,action adventur thriller assassin cia drone pill wolf jeremyrenn scottglenn stacykeach tonygilroy
207,Batman & Robin,tt0118688,action butler critic bash cure freez gotham michaelgough vivicaa.fox johnglov joelschumach
208,How the Grinch Stole Christmas,tt0170016,comedi famili fantasi box offic hit christma materi public humili snowflak clinthoward t.j.thyne mollyshannon ronhoward
209,The Day After Tomorrow,tt0319262,action adventur sci-fi thriller climat end of the world global warm natur disast weather jakegyllenha dennisquaid selaward rolandemmerich
210,Mission: Impossible II,tt0120755,action adventur thriller cure mission terrorist thief viru tomcruis dougrayscott richardroxburgh johnwoo
211,The Perfect Storm,tt0177971,action adventur drama thriller death fish fish sea storm karenallen maryelizabethmastrantonio bobgunton wolfgangpetersen
212,Fantastic 4: Rise of the Silver Surfer,tt0486576,action adventur sci-fi thriller fantast four space strong femal charact strong femal lead superheroin chrisevan ioangruffudd andrebraugh timstori
213,Life of Pi,tt0454876,adventur drama fantasi anim faith india journey tiger surajsharma rafespal tabu angle
214,Ghost Rider,tt0259324,action fantasi thriller blackheart devil father ghost mephistophel nicolascag mattlong peterfonda markstevenjohnson
215,Jason Bourne,tt4196776,action thriller black op chase cia cia agent repeat scene mattdamon rizahm atoessandoh paulgreengrass
216,Charlie's Angels: Full Throttle,tt0305357,action adventur comedi crime fbi murder ring wit protect wit protect program demimoor berniemac justintheroux mcg
217,Prometheus,tt1446714,adventur mysteri sci-fi cave paint medic scanner planet pregnant with an alien fetu suspend anim michaelfassbend charlizetheron seanharri ridleyscott
218,Stuart Little 2,tt0243585,adventur anim comedi famili fantasi anthropomorph mous falcon marshmallow second part soccer nathanlan bradgarrett melaniegriffith robminkoff
219,Elysium,tt1535108,action drama sci-fi thriller christ figur class differ messiah saviour social commentari mattdamon sharltocopley alicebraga neillblomkamp
220,The Chronicles of Riddick,tt0296572,action adventur sci-fi thriller bounti hunter escap necromong planet warrior vindiesel alexadavalo christinacox davidtwohi
221,RoboCop,tt1234721,action crime sci-fi thriller law enforc polic robocop robot technolog garyoldman abbiecornish jenniferehl josépadilha
222,Speed Racer,tt0811080,action famili sport base on anim base on cartoon gadget car racer speed scottport kickgurri nicholaselia lanawachowski
223,How Do You Know,tt1341188,comedi drama romanc embarrass fall in love love love triangl revel shelleyconn domenicklombardozzi teyonahparri jamesl.brook
224,Knight and Day,tt1013743,action comedi romanc chase fbi garag spi surveil tomcruis marcbluca jordimollà jamesmangold
225,Oblivion,tt1483013,action adventur mysteri sci-fi cabin in the wood drone fli through a thunderstorm post apocalyps sex in a pool morganfreeman tomcruis zoëbel josephkosinski
226,Star Wars: Episode III - Revenge of the Sith,tt0121766,action adventur fantasi sci-fi elong cri of no friend becom enemi kick in the butt robot midwif vision natalieportman christopherle haydenchristensen georgeluca
227,Star Wars: Episode II - Attack of the Clones,tt0121765,action adventur fantasi sci-fi martial art murder befor give protagonist inform part comput anim prequel prequel to cult film natalieportman christopherle haydenchristensen georgeluca
228,"Monsters, Inc.",tt0198781,adventur anim comedi famili fantasi friend littl girl monster rival scream stevebuscemi johnratzenberg jamescoburn petedoct
229,The Wolverine,tt1430132,action adventur sci-fi thriller heal power marvel comic mecha regener self heal hughjackman taookamoto rilafukushima jamesmangold
230,Star Wars: Episode I - The Phantom Menace,tt0120915,action adventur fantasi sci-fi alien charact say i have a bad feel about thi hand to hand combat seven word titl wilhelm scream natalieportman liamneeson ianmcdiarmid georgeluca
231,The Croods,tt0481499,adventur anim comedi famili fantasi cave caveman journey strict father surviv ryanreynold emmaston nicolascag kirkdemicco
232,Windtalkers,tt0245562,action drama war code duti steel helmet u.s. marin u.s. soldier nicolascag rogerwilli noahemmerich johnwoo
233,The Huntsman: Winter's War,tt2381991,action adventur drama fantasi base on fairi tale dark fantasi fairi tale second part sequel chrishemsworth samclaflin charlizetheron cedricnicolas-troyan
234,Teenage Mutant Ninja Turtles,tt1291150,action adventur comedi sci-fi 18 wheeler mutant ninja sewer turtl noelfish dannywoodburn jeremyhoward jonathanliebesman
235,Gravity,tt1454468,adventur drama sci-fi thriller box offic hit long take sole survivor space space station phaldutsharma bashersavag amywarren alfonsocuarón
236,Dante's Peak,tt0118928,action adventur thriller ash escap lava mayor volcano jamierenéesmith grantheslov tzima rogerdonaldson
237,Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660,action adventur comedi sci-fi base on comic book brother brother relationship rat sequel turtl stephenamel noelfish bradgarrett davegreen
238,Fantastic Four,tt1502712,action adventur sci-fi box offic flop critic bash portal teleport troubl product timblakenelson rege.cathey timheideck joshtrank
239,Night at the Museum,tt0477347,action adventur comedi famili fantasi chao museum museum of natur histori night watchman watchman robinwilliam ramimalek stevecoogan shawnlevi
240,San Andreas,tt2126355,action adventur drama thriller disast movi earthquak journey natur disast san andrea fault dwaynejohnson ioangruffudd archiepanjabi bradpeyton
241,Tomorrow Never Dies,tt0120347,action adventur thriller ex boyfriend ex girlfriend relationship media tycoon megalomaniac offici jame bond seri world war three vincentschiavelli colinsalmon joedonbak rogerspottiswood
242,The Patriot,tt0187393,action drama histori war american revolut british french hero standoff heathledg adambaldwin tomwilkinson rolandemmerich
243,Ocean's Twelve,tt0349903,crime thriller father daughter relationship heist pretend to be pregnant sequel thief bradpitt juliarobert minianden stevensoderbergh
244,Mr. & Mrs. Smith,tt0356910,action comedi crime romanc thriller assassin marriag secret agent suburb target bradpitt angelinajoliepitt stephaniemarch dougliman
245,Insurgent,tt2908446,adventur sci-fi thriller action heroin fall from height mind control trainhop truth serum katewinslet theojam mekhiphif robertschwentk
246,The Aviator,tt0338751,biographi drama 1920 aviat fight spruce goos test flight leonardodicaprio adamscott francesconroy martinscorses
247,Gulliver's Travels,tt1320261,adventur comedi famili fantasi bermuda triangl box offic hit shipwreck travel travel writer jamescorden catherinet ollyalexand robletterman
248,The Green Hornet,tt0990407,action comedi crime sci-fi thriller heir kung fu parti playboy superhero christophwaltz tomwilkinson chadl.coleman michelgondri
249,300: Rise of an Empire,tt1253863,action drama fantasi war armi command femal rear nuditi greek navi evagreen sullivanstapleton petermensah noammurro
250,The Smurfs,tt0472181,adventur anim comedi famili fantasi blue new york new york citi no open credit smurf mahadeoshivraj timgunn madisonmckinley rajagosnel
251,Home on the Range,tt0299172,anim comedi famili music western cattl cow dairi farm farm rustler stevebuscemi roseannebarr g.w.bailey willfinn
252,Allegiant,tt3410834,action adventur mysteri sci-fi thriller base on young adult novel dystopia genet experiment strong femal charact strong femal lead naomiwatt theojam zoëkravitz robertschwentk
253,Real Steel,tt0433035,action drama sci-fi sport arena box box movi robot robot battl hughjackman toreymichaeladkin olgafonda shawnlevi
254,The Smurfs 2,tt2017020,adventur anim comedi famili fantasi base on cartoon box offic hit no open credit sequel smurf jacobtremblay nancyo'del vanessamatsui rajagosnel
255,Speed 2: Cruise Control,tt0120179,action crime romanc thriller collis cours comput cruis diamond ship run aground jasonpatr temueramorrison loischil jandebont
256,Ender's Game,tt1731141,action sci-fi alien futur manipul simul train harrisonford moisesaria aramisknight gavinhood
257,Live Free or Die Hard,tt0337978,action adventur thriller fbi hacker independ day polic terrorist brucewilli jonathansadowski cyrilraffaelli lenwiseman
258,The Lord of the Rings: The Fellowship of the Ring,tt0120737,action adventur drama fantasi elf hobbit middl earth quest ring christopherle orlandobloom billyboyd peterjackson
259,Around the World in 80 Days,tt0327437,action adventur comedi 19th centuri around the world inventor martial art train jimbroadb stevecoogan céciledefr frankcoraci
260,Ali,tt0248667,biographi drama sport african american protagonist african american box gym gym rumbl in the jungl willsmith jadapinkettsmith joemorton michaelmann
261,The Cat in the Hat,tt0312528,adventur comedi famili fantasi base on cult comic book cat home alon imagin talk cat seanhay kellypreston spencerbreslin bowelch
262,"I, Robot",tt0343818,action mysteri sci-fi thriller humanoid robot man versu machin prosthet limb robot as patho robot vs. robot willsmith brucegreenwood chimcbrid alexproya
263,Kingdom of Heaven,tt0320661,action adventur drama histori war 12th centuri crusad jerusalem knight mediev time liamneeson orlandobloom philipglenist ridleyscott
264,Stuart Little,tt0164912,adventur comedi famili fantasi box offic hit cat first part mous orphanag chazzpalminteri nathanlan jeffreyjon robminkoff
265,The Princess and the Frog,tt0780521,anim famili fantasi music romanc amphibian dream frog frog princ waitress oprahwinfrey jeniferlewi anikanoniros ronclement
266,The Martian,tt3659388,adventur drama sci-fi astronaut intern cooper left for dead nasa space habitat mattdamon donaldglov benedictwong ridleyscott
267,The Island,tt0399201,action adventur romanc sci-fi thriller clone environ escap island lotteri scarlettjohansson stevebuscemi djimonhouns michaelbay
268,Town & Country,tt0141907,comedi romanc anniversari architect cellist friend hardwar store delzamora warrenbeatti garryshandl peterchelsom
269,Gone in Sixty Seconds,tt0187078,action crime thriller auto theft brother car theft thief nicolascag angelinajoliepitt robertduval dominicsena
270,Gladiator,tt0172495,action drama romanc battlefield blood combat gladiat roman empir djimonhouns connienielsen oliverre ridleyscott
271,Minority Report,tt0181689,action mysteri sci-fi thriller futur murder neo noir washington d.c. year 2054 tomcruis frankgrillo jessicacapshaw stevenspielberg
272,Harry Potter and the Chamber of Secrets,tt0295297,adventur famili fantasi mysteri bildungsroman fli broom invis cloak monster wizardri danielradcliff rupertgrint emmawatson chriscolumbu
273,Casino Royale,tt0381061,action adventur thriller casino espionag free run jame bond terrorist evagreen tobiasmenzi ivanamilicev martincampbel
274,Planet of the Apes,tt0133152,action adventur sci-fi thriller astronaut cage planet wilhelm scream year 2029 cary-hiroyukitagawa estellawarren erickavari timburton
275,Terminator 2: Judgment Day,tt0103064,action sci-fi futur liquid metal multipl cameo sexi woman time travel joemorton jenettegoldstein s.epathamerkerson jamescameron
276,Public Enemies,tt1152836,biographi crime drama histori romanc 1930 bank celebr crimin fbi public enemi number one johnnydepp christianbal stephengraham michaelmann
277,American Gangster,tt0765429,biographi crime drama death heroin popcorn smuggl vietnam denzelwashington rubyde rza ridleyscott
278,True Lies,tt0111503,action comedi thriller espionag secret agent secret mission spi spi film jamieleecurti tiacarrer tomarnold jamescameron
279,The Taking of Pelham 1 2 3,tt1111422,action crime thriller hijack hostag ransom subway train denzelwashington ramonrodriguez michaelrispoli tonyscott
280,Little Fockers,tt0970866,comedi romanc birthday critic bash male nurs nurs suspicion robertdeniro blythedann teripolo paulweitz
281,The Other Guys,tt1386588,action comedi crime capitalist detect investig new york citi polic dwaynejohnson willferrel derekjet adammckay
282,Eraser,tt0116213,action drama mysteri thriller assassin attempt corpor crime rogu agent wit wit protect program vanessawilliam jamescoburn romamaffia chuckrussel
283,Django Unchained,tt1853728,drama western dynamit histor inaccur ku klux klan n word slaveri leonardodicaprio christophwaltz atoessandoh quentintarantino
